,id,eng_lemma,swe_lemma,status,pos,src
4881,GF1173,publish, publicera,silver,V,GF
4889,GF1174,purpose,syfte,silver,N,GF
4904,GF1175,quality,kvalitet,silver,N,GF
4906,GF1176,quantitative,kvantitiv,silver,A,GF
4910,GF1177,quantum computer,kvantdator,silver,N,GF
4918,GF1178,query,fråga,silver,N,GF
4921,GF1179,question, ifrågasätter,silver,V,GF
4924,GF1180,queue, köa,silver,V,GF
4925,GF1181,queue,kö,silver,N,GF
4929,GF1182,quick,snabb,silver,A,GF
4946,GF1183,radio,radio,silver,N,GF
4957,GF1184,random,slumpmässig,silver,A,GF
4961,GF1185,randomization,randomisering,silver,N,GF
4968,GF1186,rapid,snabb,silver,A,GF
4976,GF1187,rate, räkna,silver,V,GF
4977,GF1188,rate,takt,silver,N,GF
4980,GF1189,ratio,kvot,silver,N,GF
4982,GF1190,raw,rå,silver,A,GF
4983,GF1191,ray, stråla,silver,V,GF
4984,GF1192,ray,stråle,silver,N,GF
4995,GF1193,read, läsa,silver,V,GF
4997,GF1194,reader,läsare,silver,N,GF
4998,GF1195,readiness,beredskap,silver,N,GF
5014,GF1196,reality,verklighet,silver,N,GF
5017,GF1197,reasoning,resonemang,silver,N,GF
5023,GF1198,recent,färsk,silver,A,GF
5028,GF1199,recognition,igenkänning,silver,N,GF
5037,GF1200,recorder,registrator,silver,N,GF
5038,GF1201,recording,inspelning,silver,N,GF
5040,GF1202,recoverable,återhämtningsbar,silver,A,GF
5043,GF1203,recovery,återhämtning,silver,N,GF
5047,GF1204,recursion,rekursion,silver,N,GF
5048,GF1205,recursive,rekursiv,silver,A,GF
5049,GF1206,recursive data type,rekursiv datatyp,silver,N,GF
5057,GF1207,reduce, minska,silver,V,GF
5059,GF1208,reduction,reduktion,silver,N,GF
5060,GF1209,redundancy,överskott,silver,N,GF
5061,GF1210,redundant,överflödig,silver,A,GF
5074,GF1211,reference,referens,silver,N,GF
5080,GF1212,reflection,reflektion,silver,N,GF
5086,GF1213,region,område,silver,N,GF
5089,GF1214,register, registrera,silver,V,GF
5090,GF1215,register,register,silver,N,GF
5095,GF1216,regular,regelbunden,silver,A,GF
5098,GF1217,regular expression,reguljärt uttryck,silver,N,GF
5103,GF1218,reinforce, förstärka,silver,V,GF
5106,GF1219,relate, relatera,silver,V,GF
5109,GF1220,relation,relation,silver,N,GF
5110,GF1221,relational database,relationsdatabas,silver,N,GF
5117,GF1222,relationship,samband,silver,N,GF
5125,GF1223,relay,relä,silver,N,GF
5143,GF1224,reliable,pålitlig,silver,A,GF
5150,GF1225,remote,avlägsen,silver,A,GF
5164,GF1226,rendering,rendering,silver,N,GF
5175,GF1227,replaceable,ersättlig,silver,A,GF
5176,GF1228,replacement,ersättning,silver,N,GF
5180,GF1229,report, rapportera,silver,V,GF
5181,GF1230,report,rapport,silver,N,GF
5193,GF1231,request, begära,silver,V,GF
5194,GF1232,request,begäran,silver,N,GF
5196,GF1233,require, kräva,silver,V,GF
5197,GF1234,requirement,krav,silver,N,GF
5198,GF1235,requirements analysis,kravhantering,silver,N,GF
5209,GF1236,research, efterforska,silver,V,GF
5210,GF1237,research,forskning,silver,N,GF
5212,GF1238,reservation,bokning,silver,N,GF
5217,GF1239,resolution,upplösning,silver,N,GF
5226,GF1240,resource requirement search,resurskravsökning,silver,N,GF
5230,GF1241,resource,resurs,silver,N,GF
5238,GF1242,response,respons,silver,N,GF
5240,GF1243,responsibility,ansvar,silver,N,GF
5249,GF1244,result,resultat,silver,N,GF
5287,GF1245,robot,robot,silver,N,GF
5289,GF1246,robotics,robotik,silver,N,GF
5294,GF1247,role,roll,silver,N,GF
5296,GF1248,root, roota,silver,V,GF
5307,GF1249,router,router,silver,N,GF
5309,GF1250,routine,rutin,silver,N,GF
5312,GF1251,routing protocol,routingprotokoll,silver,N,GF
5314,GF1252,routing table,dirigeringstabell,silver,N,GF
5317,GF1253,rule,regel,silver,N,GF
5321,GF1254,run, köra,silver,V,GF
5324,GF1255,runtime error,exekveringsfel,silver,N,GF
5325,GF1256,runtime,körningstid,silver,N,GF
5330,GF1257,safety,säkerhet,silver,N,GF
5335,GF1258,sample, provsmaka,silver,V,GF
5340,GF1259,satisfaction,tillfredsställelse,silver,N,GF
5342,GF1260,save, spara,silver,V,GF
5351,GF1261,scalability,skalbarhet,silver,N,GF
5357,GF1262,scale, skala,silver,V,GF
5358,GF1263,scale,skala,silver,N,GF
5362,GF1264,scanner,skanner,silver,N,GF
5383,GF1265,science,vetenskap,silver,N,GF
5384,GF1266,scientific,vetenskaplig,silver,A,GF
5388,GF1267,scope,räckvidd,silver,N,GF
5389,GF1268,scramble, förvränga,silver,V,GF
5391,GF1269,scratch, repa,silver,V,GF
5392,GF1270,scratch,repa,silver,N,GF
5395,GF1271,screen,skärm,silver,N,GF
5397,GF1272,screensaver,skärmsläckare,silver,N,GF
5400,GF1273,scripting language,skriptspråk,silver,N,GF
5407,GF1274,search, söka,silver,V,GF
5414,GF1275,section,sektion,silver,N,GF
5415,GF1276,sector,sektor,silver,N,GF
5426,GF1277,secure, säkra,silver,V,GF
5443,GF1278,security protocol,säkerhetsprotokoll,silver,N,GF
5447,GF1279,security,säkerhet,silver,N,GF
5453,GF1280,segmentation,segmentering,silver,N,GF
5456,GF1281,select, välja,silver,V,GF
5459,GF1282,selection sort,urvalssortering,silver,N,GF
5460,GF1283,selection,urval,silver,N,GF
5475,GF1284,semantic,semantisk,silver,A,GF
5482,GF1285,semantics,semantik,silver,N,GF
5484,GF1286,semaphore,semafor,silver,N,GF
5486,GF1287,semiconductor,halvledare,silver,N,GF
5491,GF1288,sense, förstå,silver,V,GF
5492,GF1289,sense,sinne,silver,N,GF
5498,GF1290,sensor,sensor,silver,N,GF
5505,GF1291,separate, åtskilja,silver,V,GF
5507,GF1292,sequence,sekvens,silver,N,GF
5510,GF1293,sequential,sekventiell,silver,A,GF
5525,GF1294,server,server,silver,N,GF
5542,GF1295,service,tjänst,silver,N,GF
5550,GF1296,session,session,silver,N,GF
5553,GF1297,set theory,mängdteori,silver,N,GF
5554,GF1298,set, sätta,silver,V,GF
5555,GF1299,set,uppsättning,silver,N,GF
5557,GF1300,setting,inställning,silver,N,GF
5565,GF1301,shadow,skugga,silver,N,GF
5570,GF1302,share, dela,silver,V,GF
5576,GF1303,shareware,shareware,silver,N,GF
5579,GF1304,sharing,fördelning,silver,N,GF
5581,GF1305,sheet,ark,silver,N,GF
5582,GF1306,shelf,hylla,silver,N,GF
5598,GF1307,side,sida,silver,N,GF
5606,GF1308,signal processing,signalbehandling,silver,N,GF
5612,GF1309,signature,signatur,silver,N,GF
5615,GF1310,significant,viktig,silver,A,GF
5620,GF1311,silicon,silikon,silver,N,GF
5623,GF1312,similar,liknande,silver,A,GF
5634,GF1313,simulate, simulera,silver,V,GF
5647,GF1314,simulation method,simuleringsmetod,silver,N,GF
5651,GF1315,simulation,simulering,silver,N,GF
5660,GF1316,singleton,singleton,silver,N,GF
5666,GF1317,site,sajt,silver,N,GF
5673,GF1318,skill,färdighet,silver,N,GF
5720,GF1319,software architecture,mjukvaruarkitektur,silver,N,GF
5725,GF1320,software deployment,mjukvaruimplementering,silver,N,GF
5727,GF1321,software development assignment,mjukvaruutvecklingsuppgift,silver,N,GF
5730,GF1322,software development process,mjukvaruutvecklingsprocess,silver,N,GF
5731,GF1323,software development project,mjukvaruutvecklingsprojekt,silver,N,GF
5733,GF1324,software development,mjukvaruutveckling,silver,N,GF
5735,GF1325,software engineer,mjukvaruingenjör,silver,N,GF
5750,GF1326,software system,mjukvarusystem,silver,N,GF
5751,GF1327,software technology,programvaruteknik,silver,N,GF
5752,GF1328,software tool,programmeringsverktyg,silver,N,GF
5753,GF1329,software,programvara,silver,N,GF
5759,GF1330,solid,solid,silver,A,GF
5762,GF1331,solution,lösning,silver,N,GF
5763,GF1332,solve, lösa,silver,V,GF
5771,GF1333,sort, sortera,silver,V,GF
5772,GF1334,sorting algorithm,sorteringsalgoritm,silver,N,GF
5776,GF1335,sound card,ljudkort,silver,N,GF
5778,GF1336,sound, ljuda,silver,V,GF
5779,GF1337,sound,ljud,silver,N,GF
5780,GF1338,source code,källkod,silver,N,GF
5783,GF1339,source,källa,silver,N,GF
5784,GF1340,space, fördela,silver,V,GF
5785,GF1341,space,plats,silver,N,GF
5788,GF1342,spam,skräppost,silver,N,GF
5797,GF1343,special,särskild,silver,A,GF
5806,GF1344,specific,specifik,silver,A,GF
5809,GF1345,specification,specifikation,silver,N,GF
5811,GF1346,specify, specifiera,silver,V,GF
5815,GF1347,spectrum,spektrum,silver,N,GF
5816,GF1348,speculation,spekulering,silver,N,GF
5821,GF1349,speech recognition,taligenkänning,silver,N,GF
5823,GF1350,speed,hastighet,silver,N,GF
5829,GF1351,spline,lister,silver,N,GF
5839,GF1352,spreadsheet,kalkylark,silver,N,GF
5843,GF1353,square,kvadrat,silver,N,GF
5846,GF1354,stack,stack,silver,N,GF
5855,GF1355,standard algorithm,standardalgoritm,silver,N,GF
5857,GF1356,standard class,standardklass,silver,N,GF
5858,GF1357,standard library,standardbibliotek,silver,N,GF
5860,GF1358,standard,standard,silver,N,GF
5876,GF1359,start, börja,silver,V,GF
5881,GF1360,state, konstatera,silver,V,GF
5882,GF1361,state,tillstånd,silver,N,GF
5885,GF1362,statement,sats,silver,N,GF
5887,GF1363,static,statisk,silver,A,GF
5889,GF1364,static memory,statiskt minne,silver,N,GF
5890,GF1365,static random-access memory,statiskt minne,silver,N,GF
5895,GF1366,statistical,statistisk,silver,A,GF
5903,GF1367,statistics,statistik,silver,N,GF
5913,GF1368,stereo,stereo,silver,N,GF
5926,GF1369,storage techniques,lagringsteknik,silver,N,GF
5927,GF1370,storage,lagring,silver,N,GF
5930,GF1371,store, lagra,silver,V,GF
5931,GF1372,storm, storma,silver,V,GF
5932,GF1373,storm,storm,silver,N,GF
5939,GF1374,strategy,strategi,silver,N,GF
5942,GF1375,stream, strömma,silver,V,GF
5943,GF1376,stream,ström,silver,N,GF
5950,GF1377,strict,strikt,silver,A,GF
5954,GF1378,string,sträng,silver,N,GF
5959,GF1379,structure, strukturera,silver,V,GF
5960,GF1380,structure,struktur,silver,N,GF
5966,GF1381,student,student,silver,N,GF
5969,GF1382,study, studera,silver,V,GF
5972,GF1383,style,stil,silver,N,GF
5975,GF1384,subclass,subklass,silver,N,GF
5977,GF1385,subjunctive,konjunktiv,silver,N,GF
5979,GF1386,submission,inlämning,silver,N,GF
5983,GF1387,subroutine,subrutin,silver,N,GF
5987,GF1388,subscriber,prenumerant,silver,N,GF
5993,GF1389,subset,delmängd,silver,N,GF
6000,GF1390,subsystem,subsystem,silver,N,GF
6010,GF1391,suite,svit,silver,N,GF
6011,GF1392,summarize, summera,silver,V,GF
6015,GF1393,superclass,superklass,silver,N,GF
6016,GF1394,supercomputer,superdator,silver,N,GF
6022,GF1395,supervision,handledning,silver,N,GF
6035,GF1396,support, stödja,silver,V,GF
6036,GF1397,support,stöd,silver,N,GF
6048,GF1398,sustainability,hållbarhet,silver,N,GF
6050,GF1399,sustainable,hållbar,silver,A,GF
6063,GF1400,switch, switcha,silver,V,GF
6064,GF1401,switch,strömbrytare,silver,N,GF
6066,GF1402,symbol,symbol,silver,N,GF
6071,GF1403,symmetric,symmetrisk,silver,A,GF
6075,GF1404,synchronization error,synkroniseringsfel,silver,N,GF
6076,GF1405,synchronization,synkronisering,silver,N,GF
6084,GF1406,syntax analysis,syntaxanalys,silver,N,GF
6085,GF1407,syntax,syntax,silver,N,GF
6093,GF1408,system requirement,systemkrav,silver,N,GF
6094,GF1409,system specification,systemspecifikation,silver,N,GF
6100,GF1410,system verification,systemverifiering,silver,N,GF
6101,GF1411,system,system,silver,N,GF
6103,GF1412,systematic,systematisk,silver,A,GF
6118,GF1413,table,tabell,silver,N,GF
6122,GF1414,tag,tagg,silver,N,GF
6128,GF1415,tape drive,bandstation,silver,N,GF
6129,GF1416,tape, banda,silver,V,GF
6134,GF1417,task,arbetsuppgift,silver,N,GF
6136,GF1418,taskbar,aktivitetsfält,silver,N,GF
6143,GF1419,teach, undervisa,silver,V,GF
6145,GF1420,team,lag,silver,N,GF
6150,GF1421,technical,teknisk,silver,A,GF
6153,GF1422,technique,teknik,silver,N,GF
6156,GF1423,technological,teknologisk,silver,A,GF
6161,GF1424,technology,teknologi,silver,N,GF
6167,GF1425,telecommunication,telekommunikation,silver,N,GF
6168,GF1426,telecommunications,telekommunikation,silver,N,GF
6173,GF1427,telephony,telefoni,silver,N,GF
6176,GF1428,template,mall,silver,N,GF
6178,GF1429,temporal,temporal,silver,A,GF
6185,GF1430,terabyte,terabyte,silver,N,GF
6187,GF1431,term,term,silver,N,GF
6188,GF1432,terminal,terminal,silver,A,GF
6191,GF1433,terminal,terminal,silver,N,GF
6192,GF1434,terminator,terminator,silver,N,GF
6193,GF1435,terminology,terminologi,silver,N,GF
6211,GF1436,test, testa,silver,V,GF
6212,GF1437,test,test,silver,N,GF
6226,GF1438,text editor,textredigerare,silver,N,GF
6228,GF1439,text,text,silver,N,GF
6241,GF1440,theorem,sats,silver,N,GF
6243,GF1441,theoretical,teoretisk,silver,A,GF
6250,GF1442,theory,teori,silver,N,GF
6257,GF1443,thesis,tes,silver,N,GF
6266,GF1444,thread,tråd,silver,N,GF
6275,GF1445,throughput,genomströmning,silver,N,GF
6282,GF1446,time complexity,tidskomplexitet,silver,N,GF
6294,GF1447,time, tajma,silver,V,GF
6295,GF1448,time,tid,silver,N,GF
6315,GF1449,token,token,silver,N,GF
6317,GF1450,tolerance,tolerans,silver,N,GF
6324,GF1451,tool,verktyg,silver,N,GF
6325,GF1452,toolbox,verktygslåda,silver,N,GF
6331,GF1453,topic,ämne,silver,N,GF
6334,GF1454,topology,topologi,silver,N,GF
6337,GF1455,touchscreen,pekskärm,silver,N,GF
6341,GF1456,trace, spåra,silver,V,GF
6345,GF1457,trackpad,styrplatta,silver,N,GF
6369,GF1458,transaction,transaktion,silver,N,GF
6374,GF1459,transfer, överföra,silver,V,GF
6375,GF1460,transfer,omplacering,silver,N,GF
6379,GF1461,transform, omvandla,silver,V,GF
6380,GF1462,transformation,omvandling,silver,N,GF
6381,GF1463,transformer,transformator,silver,N,GF
6382,GF1464,transistor,transistor,silver,N,GF
6386,GF1465,translation,översättning,silver,N,GF
6388,GF1466,translator,översättare,silver,N,GF
6390,GF1467,transmission,överföring,silver,N,GF
6399,GF1468,transportation,transportering,silver,N,GF
6404,GF1469,tree,träd,silver,N,GF
6413,GF1470,triton,triton,silver,N,GF
6418,GF1471,true,sann,silver,A,GF
6429,GF1472,truth value,sanningsvärde,silver,N,GF
6431,GF1473,tube,tub,silver,N,GF
6439,GF1474,two-factor authentication,tvåfaktorautentisering,silver,N,GF
6446,GF1475,type, skriva,silver,V,GF
6447,GF1476,type, typa,silver,V,GF
6448,GF1477,type,typ,silver,N,GF
6465,GF1478,unauthorized access,obehörig åtkomst,silver,N,GF
6470,GF1479,uncertainty,osäkerhet,silver,N,GF
6476,GF1480,underlying,underliggande,silver,A,GF
6481,GF1481,unification,unifiering,silver,N,GF
6487,GF1482,uniform,enhetlig,silver,A,GF
6488,GF1483,uniform,uniform,silver,N,GF
6489,GF1484,unify, förena,silver,V,GF
6491,GF1485,union,union,silver,N,GF
6492,GF1486,unique,unik,silver,A,GF
6493,GF1487,unique key,databasnyckel,silver,N,GF
6496,GF1488,unit,enhet,silver,N,GF
6498,GF1489,universal,allmän,silver,A,GF
6506,GF1490,university,universitet,silver,N,GF
6515,GF1491,unreliable,opålitlig,silver,A,GF
6525,GF1492,update, uppdatera,silver,V,GF
6526,GF1493,update,uppdatering,silver,N,GF
6532,GF1494,use case,användningsfall,silver,N,GF
6534,GF1495,use, använda,silver,V,GF
6538,GF1496,user agent,användaragent,silver,N,GF
6542,GF1497,user experience,användarupplevelse,silver,N,GF
6545,GF1498,user group,användargrupp,silver,N,GF
6548,GF1499,user interface,användargränssnitt,silver,N,GF
6562,GF1500,user test,användartest,silver,N,GF
6565,GF1501,user,användare,silver,N,GF
6577,GF1502,utility,verktyg,silver,N,GF
6585,GF1503,validation,validering,silver,N,GF
6592,GF1504,value, värdera,silver,V,GF
6593,GF1505,value,värde,silver,N,GF
6597,GF1506,variable,variabel,silver,N,GF
6599,GF1507,variance,varians,silver,N,GF
6604,GF1508,vary, variera,silver,V,GF
6609,GF1509,vector,vektor,silver,N,GF
6610,GF1510,vehicle,fordon,silver,N,GF
6626,GF1511,verification,verifiering,silver,N,GF
6628,GF1512,verify, verifiera,silver,V,GF
6629,GF1513,versatile,allsidig,silver,A,GF
6633,GF1514,version control system,versionshanteringssystem,silver,N,GF
6634,GF1515,version control,versionshantering,silver,N,GF
6635,GF1516,version,version,silver,N,GF
6649,GF1517,video card,grafikkort,silver,N,GF
6658,GF1518,video,video,silver,N,GF
6664,GF1519,virtual,virtuell,silver,A,GF
6671,GF1520,virtual private network,virtuellt privat nätverk,silver,N,GF
6677,GF1521,virus,virus,silver,N,GF
6685,GF1522,visual,visuell,silver,A,GF
6689,GF1523,visualization,visualisering,silver,N,GF
6700,GF1524,voice,ljud,silver,N,GF
6701,GF1525,voice,röst,silver,N,GF
6706,GF1526,volatile,labil,silver,A,GF
6709,GF1527,voltage,spänning,silver,N,GF
6712,GF1528,volume,volym,silver,N,GF
6721,GF1529,vulnerability,sårbarhet,silver,N,GF
6728,GF1530,warehouse,lager,silver,N,GF
6733,GF1531,waterfall model,vattenfallsmodell,silver,N,GF
6746,GF1532,web application,webbapplikation,silver,N,GF
6749,GF1533,web browser,webbläsare,silver,N,GF
6752,GF1534,web page,webbsida,silver,N,GF
6757,GF1535,web server,webbserver,silver,N,GF
6762,GF1536,webcam,webbkamera,silver,N,GF
6767,GF1537,website,webbsida,silver,N,GF
6772,GF1538,well-grounded,välgrundad,silver,A,GF
6776,GF1539,while-loop,while-loop,silver,N,GF
6777,GF1540,while-statement,while-sats,silver,N,GF
6779,GF1541,whitelist,vitlista,silver,N,GF
6793,GF1542,window,fönster,silver,N,GF
6801,GF1543,wireless,trådlös,silver,A,GF
6834,GF1544,word processor,ordbehandlare,silver,N,GF
6835,GF1545,word, uttrycka,silver,V,GF
6841,GF1546,work,arbete,silver,N,GF
6852,GF1547,world,värld,silver,N,GF
6853,GF1548,worldwide,global,silver,A,GF
6866,GF1549,write, skriva,silver,V,GF
